"iORF_ID","MD5","length","analysis","signature_accession","signature_description","start","stop","score","status","date","interpro_accession","interpro_description"
"ENCT00000378365_130_193","a2e99b99e94b8b65c3e4440e6b5d53bd",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"ENST00000273590_79_142","36be84e0741a8e2af7039538a81354f9",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"MICT00000057923_454_580","6fc36f9b4e6f7b7fd11b78eeae097018",41,"MobiDBLite","mobidb-lite","consensus disorder prediction",10,41,"-","T","03-11-2022","-","-"
"HBMT00000632648_ncRNA_6","ab132f28f9af8ad8aac0081f6e79e9b1",32,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,32,"-","T","03-11-2022","-","-"
"MICT00000048848_ncRNA_0","cc18d4560fa7176d0e2a8ec9b68c0222",21,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,21,"-","T","03-11-2022","-","-"
"ENST00000529689_43_172","471cc0c1b0549300db06c7524f386c61",43,"ProSiteProfiles","PS51257","Prokaryotic membrane lipoprotein lipid attachment site profile.",1,22,"6.0","T","03-11-2022","-","-"
"ENST00000263208_uORF_23","f16de0cd05c449b45995b93a33ff3248",30,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,30,"-","T","03-11-2022","-","-"
"FTMT27600001758_60_165","920bc6c144dd5c53ce67fed1273d9ab5",34,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,34,"-","T","03-11-2022","-","-"
"FTMT27600001758_60_165","920bc6c144dd5c53ce67fed1273d9ab5",34,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,17,"-","T","03-11-2022","-","-"
"ENCT00000219698_46_112","e4e999a633f6a67aa0232c1677603d5b",21,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,21,"-","T","03-11-2022","-","-"
"FTMT26700041853_53_131","9147a7bed6bbc9ab208910afafe64775",25,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,25,"-","T","03-11-2022","-","-"
"ENST00000409972_uORF_19","58cbad335ceb28d3f2b312a80b85f46c",21,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,21,"-","T","03-11-2022","-","-"
"ENST00000167106_uORF_2","51be51ee5675dcb3f1013b96091e4543",76,"MobiDBLite","mobidb-lite","consensus disorder prediction",12,26,"-","T","03-11-2022","-","-"
"ENST00000167106_uORF_2","51be51ee5675dcb3f1013b96091e4543",76,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,39,"-","T","03-11-2022","-","-"
"HBMT00001137607_732_876","518fe2039610c4f1b2fbc339feaa2656",47,"MobiDBLite","mobidb-lite","consensus disorder prediction",17,47,"-","T","03-11-2022","-","-"
"HBMT00001137607_732_876","518fe2039610c4f1b2fbc339feaa2656",47,"MobiDBLite","mobidb-lite","consensus disorder prediction",28,47,"-","T","03-11-2022","-","-"
"ENCT00000011417_ncRNA_3730","ccf2b5f9d0d9eeb7554584e117fdad15",36,"MobiDBLite","mobidb-lite","consensus disorder prediction",9,36,"-","T","03-11-2022","-","-"
"ENCT00000011417_ncRNA_3730","ccf2b5f9d0d9eeb7554584e117fdad15",36,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,36,"-","T","03-11-2022","-","-"
"ENST00000355693_133_196","37ebe00ce656ca16d6fece224bb4483c",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"ENCT00000371459_66_129","9ce91fcc988c1b007c9a22540ddc7e6c",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"ENST00000564830_298_364","4bfbbc2c21033775b727df0789c829fc",21,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,21,"-","T","03-11-2022","-","-"
"HBMT00000999424_433_517","938c1a304984bc4a9848a984952af45c",27,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,27,"-","T","03-11-2022","-","-"
"FTMT26500033228_107_182","1743d8372eda40a13326e3a40add25be",24,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,24,"-","T","03-11-2022","-","-"
"ENST00000489288_43_298","43cd8347e9a0d8f51ecd0c2287ddbd74",84,"MobiDBLite","mobidb-lite","consensus disorder prediction",36,64,"-","T","03-11-2022","-","-"
"ENST00000417220_uORF_5","3f38efa60960a9c08846f4f7bf9589b2",50,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,31,"-","T","03-11-2022","-","-"
"FTMT26700033685_ncRNA_2","7db17f9fadfc16e075e62c364e1e539f",48,"Pfam","PF00025","ADP-ribosylation factor family",1,43,"1.3E-9","T","03-11-2022","IPR006689","Small GTPase superfamily, ARF/SAR type"
"FTMT26700033685_ncRNA_2","7db17f9fadfc16e075e62c364e1e539f",48,"Gene3D","G3DSA:3.40.50.300","-",1,48,"1.7E-18","T","03-11-2022","IPR027417","P-loop containing nucleoside triphosphate hydrolase"
"FTMT26700033685_ncRNA_2","7db17f9fadfc16e075e62c364e1e539f",48,"SUPERFAMILY","SSF52540","P-loop containing nucleoside triphosphate hydrolases",5,47,"4.9E-8","T","03-11-2022","IPR027417","P-loop containing nucleoside triphosphate hydrolase"
"ENST00000604992_ncRNA_0","80c2980a4ec6ecfaab3acb5f36c3b846",92,"MobiDBLite","mobidb-lite","consensus disorder prediction",27,67,"-","T","03-11-2022","-","-"
"ENST00000604992_ncRNA_0","80c2980a4ec6ecfaab3acb5f36c3b846",92,"MobiDBLite","mobidb-lite","consensus disorder prediction",29,58,"-","T","03-11-2022","-","-"
"HBMT00000388675_1545_1764","dd0e103249a6a4312c1baadbd2da04ff",72,"MobiDBLite","mobidb-lite","consensus disorder prediction",26,43,"-","T","03-11-2022","-","-"
"HBMT00000388675_1545_1764","dd0e103249a6a4312c1baadbd2da04ff",72,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,72,"-","T","03-11-2022","-","-"
"MICT00000249500_189_264","27c26ca1d14c8773d0c69b3807a67e63",24,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,24,"-","T","03-11-2022","-","-"
"MICT00000264375_183_336","01efa2bd905c0b3dfd3ba0b334b6f5b0",50,"MobiDBLite","mobidb-lite","consensus disorder prediction",28,50,"-","T","03-11-2022","-","-"
"ENST00000532831_424_493","697b2440d8d123147e41feb3ff88f4fa",22,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,22,"-","T","03-11-2022","-","-"
"ENCT00000337633_335_410","65aaa5baa7b91f3aa11830ad16a064f1",25,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,25,"-","T","03-11-2022","-","-"
"HBMT00001390158_168_303","01ec95bffca357dc9f2943002d5796cd",44,"MobiDBLite","mobidb-lite","consensus disorder prediction",30,44,"-","T","03-11-2022","-","-"
"HBMT00001390158_168_303","01ec95bffca357dc9f2943002d5796cd",44,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,44,"-","T","03-11-2022","-","-"
"ENST00000611185_105_213","2e5cd477a0380295e8b62b9b7e659cb8",35,"MobiDBLite","mobidb-lite","consensus disorder prediction",12,35,"-","T","03-11-2022","-","-"
"ENST00000611185_105_213","2e5cd477a0380295e8b62b9b7e659cb8",35,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,35,"-","T","03-11-2022","-","-"
"ENST00000620026_ncRNA_5","dcefca471c92e311bf9ee7b0e983ea53",24,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,24,"-","T","03-11-2022","-","-"
"ENCT00000054359_277_340","e9d4604c4c3b5ba78eac69c45f8954eb",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"FTMT23100009115_146_287","6493b1a845305478cd70d22d50289806",46,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,46,"-","T","03-11-2022","-","-"
"HBMT00001164313_1747_1840","c71317738950dcfc1cac928156526b45",30,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,30,"-","T","03-11-2022","-","-"
"FTMT22500005786_91_361","1db814ad215dfdaff274a607fcfa5281",89,"MobiDBLite","mobidb-lite","consensus disorder prediction",26,58,"-","T","03-11-2022","-","-"
"FTMT27300028756_18_198","1f7364b6b4ca7ac841df1239ee5b55de",59,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,59,"-","T","03-11-2022","-","-"
"ENST00000378073_310_379","53508b311e47e14c724a920de92c0cb1",23,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,23,"-","T","03-11-2022","-","-"
"ENST00000359941.T0_517_691","6467e1e716aa1ebf20d5bc878e99588a",57,"MobiDBLite","mobidb-lite","consensus disorder prediction",29,57,"-","T","03-11-2022","-","-"
"ENST00000359941.T0_517_691","6467e1e716aa1ebf20d5bc878e99588a",57,"MobiDBLite","mobidb-lite","consensus disorder prediction",24,57,"-","T","03-11-2022","-","-"
"FTMT25900029671_ncRNA_7","23d30edbcdce38e8970b28094f4df898",46,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,46,"-","T","03-11-2022","-","-"
"FTMT26700000156_1028_1112","1855d4cc74affd5e7e584d0444613663",27,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,27,"-","T","03-11-2022","-","-"
"FTMT23700004132_320_389","b0439ffb09261aebdf5ff7a261cced52",22,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,22,"-","T","03-11-2022","-","-"
"FTMT21500051968_116_335","63ecc0824ca3c5133a8e6cd9936839fd",73,"MobiDBLite","mobidb-lite","consensus disorder prediction",47,73,"-","T","03-11-2022","-","-"
"ENST00000421367_2599_2674","a8e467cde46eae5f0a6f37ffac69df1d",24,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,24,"-","T","03-11-2022","-","-"
"MICT00000114741_1_733","34d9e72291b9f399f37df7f8fdf6d0c4",243,"MobiDBLite","mobidb-lite","consensus disorder prediction",225,243,"-","T","03-11-2022","-","-"
"MICT00000114741_1_733","34d9e72291b9f399f37df7f8fdf6d0c4",243,"MobiDBLite","mobidb-lite","consensus disorder prediction",171,194,"-","T","03-11-2022","-","-"
"MICT00000114741_1_733","34d9e72291b9f399f37df7f8fdf6d0c4",243,"MobiDBLite","mobidb-lite","consensus disorder prediction",40,116,"-","T","03-11-2022","-","-"
"MICT00000114741_1_733","34d9e72291b9f399f37df7f8fdf6d0c4",243,"MobiDBLite","mobidb-lite","consensus disorder prediction",159,243,"-","T","03-11-2022","-","-"
"MICT00000114741_1_733","34d9e72291b9f399f37df7f8fdf6d0c4",243,"PANTHER","PTHR34929","ZGC:153157",91,217,"4.4E-34","T","03-11-2022","-","-"
"MICT00000114741_1_733","34d9e72291b9f399f37df7f8fdf6d0c4",243,"MobiDBLite","mobidb-lite","consensus disorder prediction",203,224,"-","T","03-11-2022","-","-"
"MICT00000114741_1_733","34d9e72291b9f399f37df7f8fdf6d0c4",243,"Pfam","PF15018","TRP-interacting helix",121,153,"1.1E-16","T","03-11-2022","IPR029162","TRP-interacting helix, InaF motif"
"MICT00000114741_1_733","34d9e72291b9f399f37df7f8fdf6d0c4",243,"MobiDBLite","mobidb-lite","consensus disorder prediction",85,108,"-","T","03-11-2022","-","-"
"ENST00000296088_47_164","80d3a84b6403499bddc3304fa9f208ef",39,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,39,"-","T","03-11-2022","-","-"
"ENST00000296088_47_164","80d3a84b6403499bddc3304fa9f208ef",39,"MobiDBLite","mobidb-lite","consensus disorder prediction",24,39,"-","T","03-11-2022","-","-"
"HBMT00000043679_148_343","88dd0bdecc85f31a127c255fba150e10",65,"MobiDBLite","mobidb-lite","consensus disorder prediction",23,41,"-","T","03-11-2022","-","-"
"HBMT00000043679_148_343","88dd0bdecc85f31a127c255fba150e10",65,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,19,"-","T","03-11-2022","-","-"
"HBMT00000043679_148_343","88dd0bdecc85f31a127c255fba150e10",65,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,65,"-","T","03-11-2022","-","-"
"HBMT00000043679_148_343","88dd0bdecc85f31a127c255fba150e10",65,"MobiDBLite","mobidb-lite","consensus disorder prediction",49,65,"-","T","03-11-2022","-","-"
"FTMT25300039231_89_167","c1e38289f715fccad7f385728283fcbc",25,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,25,"-","T","03-11-2022","-","-"
"ENST00000452284_ncRNA_32","ae1414ab826da2488329a58dfbbf492e",32,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,32,"-","T","03-11-2022","-","-"
"ENST00000452284_ncRNA_32","ae1414ab826da2488329a58dfbbf492e",32,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"ENST00000480309_74_182","f331cfb120f60303cb79e7ba348d6a03",35,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,35,"-","T","03-11-2022","-","-"
"ENCT00000218275_114_177","2096b06c577c39c05a2313f41440f29b",21,"ProSiteProfiles","PS51257","Prokaryotic membrane lipoprotein lipid attachment site profile.",1,21,"5.0","T","03-11-2022","-","-"
"MICT00000208731_46_130","28e1718acced52fdc8d40dc9a7407971",27,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,27,"-","T","03-11-2022","-","-"
"ENST00000374580_884_956","b48ac7b043644ad9079adc657f8a0489",24,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,24,"-","T","03-11-2022","-","-"
"FTMT27500035469_ncRNA_22","9b169f1eb9590894fa762d9553396454",23,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,23,"-","T","03-11-2022","-","-"
"HBMT00000055929_4407_4449","79c482365a3a7b99e9e2fadf65e2ee27",13,"ProSiteProfiles","PS51394","PFU domain profile.",1,13,"8.967222","T","03-11-2022","IPR015155","PLAA family ubiquitin binding domain"
"HBMT00001076717_3180_3390","1b36ae5365ce74cffb74d93395524c1f",69,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,23,"-","T","03-11-2022","-","-"
"ENST00000311549_62_293","a440ee71388bc360c8965a02fad7cc2f",76,"MobiDBLite","mobidb-lite","consensus disorder prediction",62,76,"-","T","03-11-2022","-","-"
"ENST00000311549_62_293","a440ee71388bc360c8965a02fad7cc2f",76,"MobiDBLite","mobidb-lite","consensus disorder prediction",42,76,"-","T","03-11-2022","-","-"
"ENST00000580458_ncRNA_4","6e397bab9150c641185c87e972b9f690",28,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,28,"-","T","03-11-2022","-","-"
"MICT00000292873_ncRNA_12","d8890d750f4c0cd6548420a480e01f90",32,"MobiDBLite","mobidb-lite","consensus disorder prediction",11,32,"-","T","03-11-2022","-","-"
"MICT00000292873_ncRNA_12","d8890d750f4c0cd6548420a480e01f90",32,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,32,"-","T","03-11-2022","-","-"
"ENST00000485578_17_119","10bddca7a1d00f02f03e351839a22133",33,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,33,"-","T","03-11-2022","-","-"
"ENST00000547505_1207_1273","0d621f0f6c82305a5895c09adbb0c5ae",22,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,22,"-","T","03-11-2022","-","-"
"ENST00000383729_uoORF_31","b8b01c4776f21075d26115555af0e818",110,"MobiDBLite","mobidb-lite","consensus disorder prediction",27,110,"-","T","03-11-2022","-","-"
"MICT00000068807_420_522","05072e152f8d49d4494be5e954988ae1",33,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,33,"-","T","03-11-2022","-","-"
"MICT00000068807_420_522","05072e152f8d49d4494be5e954988ae1",33,"MobiDBLite","mobidb-lite","consensus disorder prediction",7,21,"-","T","03-11-2022","-","-"
"ENST00000562998_uORF_11","36541eb5f708b24ec937c9438d318200",58,"MobiDBLite","mobidb-lite","consensus disorder prediction",39,58,"-","T","03-11-2022","-","-"
"ENST00000562998_uORF_11","36541eb5f708b24ec937c9438d318200",58,"MobiDBLite","mobidb-lite","consensus disorder prediction",25,58,"-","T","03-11-2022","-","-"
"ENCT00000458433_339_423","f1da0571ce041cc247a8c0a94cbd887c",27,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,27,"-","T","03-11-2022","-","-"
"ENST00000608872_65_170","ec3d8103a99eb0d258d05cea4be5bc86",35,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,35,"-","T","03-11-2022","-","-"
"FTMT27900014713_ncRNA_21","db9b31337bb0ede8147c6f5e7bdcaebb",53,"MobiDBLite","mobidb-lite","consensus disorder prediction",28,53,"-","T","03-11-2022","-","-"
"HBMT00001149308_105_933","4ce000489d97f2cac2a9a3a2ec1d795c",275,"SUPERFAMILY","SSF81321","Family A G protein-coupled receptor-like",4,263,"6.87E-51","T","03-11-2022","-","-"
"HBMT00001149308_105_933","4ce000489d97f2cac2a9a3a2ec1d795c",275,"ProSitePatterns","PS00237","G-protein coupled receptors family 1 signature.",107,123,"-","T","03-11-2022","IPR000276","G protein-coupled receptor, rhodopsin-like"
"HBMT00001149308_105_933","4ce000489d97f2cac2a9a3a2ec1d795c",275,"PRINTS","PR00237","Rhodopsin-like GPCR superfamily signature",22,46,"3.1E-28","T","03-11-2022","IPR000276","G protein-coupled receptor, rhodopsin-like"
"HBMT00001149308_105_933","4ce000489d97f2cac2a9a3a2ec1d795c",275,"PRINTS","PR00237","Rhodopsin-like GPCR superfamily signature",56,77,"3.1E-28","T","03-11-2022","IPR000276","G protein-coupled receptor, rhodopsin-like"
"HBMT00001149308_105_933","4ce000489d97f2cac2a9a3a2ec1d795c",275,"PRINTS","PR00237","Rhodopsin-like GPCR superfamily signature",101,123,"3.1E-28","T","03-11-2022","IPR000276","G protein-coupled receptor, rhodopsin-like"
"HBMT00001149308_105_933","4ce000489d97f2cac2a9a3a2ec1d795c",275,"PRINTS","PR00237","Rhodopsin-like GPCR superfamily signature",135,156,"3.1E-28","T","03-11-2022","IPR000276","G protein-coupled receptor, rhodopsin-like"
"HBMT00001149308_105_933","4ce000489d97f2cac2a9a3a2ec1d795c",275,"PRINTS","PR00237","Rhodopsin-like GPCR superfamily signature",195,218,"3.1E-28","T","03-11-2022","IPR000276","G protein-coupled receptor, rhodopsin-like"
"HBMT00001149308_105_933","4ce000489d97f2cac2a9a3a2ec1d795c",275,"PRINTS","PR00237","Rhodopsin-like GPCR superfamily signature",244,268,"3.1E-28","T","03-11-2022","IPR000276","G protein-coupled receptor, rhodopsin-like"
"HBMT00001149308_105_933","4ce000489d97f2cac2a9a3a2ec1d795c",275,"Pfam","PF00001","7 transmembrane receptor (rhodopsin family)",37,262,"2.5E-41","T","03-11-2022","IPR000276","G protein-coupled receptor, rhodopsin-like"
"HBMT00001149308_105_933","4ce000489d97f2cac2a9a3a2ec1d795c",275,"Gene3D","G3DSA:1.20.1070.10","-",2,270,"2.0E-61","T","03-11-2022","-","-"
"HBMT00001149308_105_933","4ce000489d97f2cac2a9a3a2ec1d795c",275,"ProSiteProfiles","PS50262","G-protein coupled receptors family 1 profile.",37,261,"36.018791","T","03-11-2022","IPR017452","GPCR, rhodopsin-like, 7TM"
"HBMT00001149308_105_933","4ce000489d97f2cac2a9a3a2ec1d795c",275,"PRINTS","PR01017","Neuropeptide Y6 receptor signature",6,21,"2.2E-29","T","03-11-2022","IPR000986","Neuropeptide Y6 receptor"
"HBMT00001149308_105_933","4ce000489d97f2cac2a9a3a2ec1d795c",275,"PRINTS","PR01017","Neuropeptide Y6 receptor signature",156,170,"2.2E-29","T","03-11-2022","IPR000986","Neuropeptide Y6 receptor"
"HBMT00001149308_105_933","4ce000489d97f2cac2a9a3a2ec1d795c",275,"PRINTS","PR01017","Neuropeptide Y6 receptor signature",170,183,"2.2E-29","T","03-11-2022","IPR000986","Neuropeptide Y6 receptor"
"HBMT00001149308_105_933","4ce000489d97f2cac2a9a3a2ec1d795c",275,"PRINTS","PR01017","Neuropeptide Y6 receptor signature",215,229,"2.2E-29","T","03-11-2022","IPR000986","Neuropeptide Y6 receptor"
"HBMT00001149308_105_933","4ce000489d97f2cac2a9a3a2ec1d795c",275,"PRINTS","PR01012","Neuropeptide Y receptor signature",48,60,"1.3E-12","T","03-11-2022","IPR000611","Neuropeptide Y receptor family"
"HBMT00001149308_105_933","4ce000489d97f2cac2a9a3a2ec1d795c",275,"PRINTS","PR01012","Neuropeptide Y receptor signature",78,90,"1.3E-12","T","03-11-2022","IPR000611","Neuropeptide Y receptor family"
"HBMT00001149308_105_933","4ce000489d97f2cac2a9a3a2ec1d795c",275,"PRINTS","PR01012","Neuropeptide Y receptor signature",101,116,"1.3E-12","T","03-11-2022","IPR000611","Neuropeptide Y receptor family"
"FTMT20900035220_21_126","353fc07e622a3ce0fe00a6c9ad7d37ab",35,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,16,"-","T","03-11-2022","-","-"
"FTMT20900035220_21_126","353fc07e622a3ce0fe00a6c9ad7d37ab",35,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,35,"-","T","03-11-2022","-","-"
"ENST00000432379_uORF_9","96decc21d06ee7405e948845ee648b8c",24,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,24,"-","T","03-11-2022","-","-"
"HBMT00000449177_ncRNA_5","61d4d0f6a70fb5d61515ab9e59c224bf",24,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,24,"-","T","03-11-2022","-","-"
"ENST00000480400_ncRNA_13","e331e36edf60581d74bbc1c08ae6181d",25,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,25,"-","T","03-11-2022","-","-"
"ENST00000480400_ncRNA_13","e331e36edf60581d74bbc1c08ae6181d",25,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,15,"-","T","03-11-2022","-","-"
"HBMT00001494349_116_221","29f5c9f814fc49c66dbf181f424a444c",34,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,34,"-","T","03-11-2022","-","-"
"ENST00000514464_ncRNA_7","1cacffbde01c3472e216e561e670f3a8",23,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,23,"-","T","03-11-2022","-","-"
"HBMT00000972232_887_1130","1e22a1511b034cb91956459bf6c43320",81,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,58,"-","T","03-11-2022","-","-"
